international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_net_minutes,total_net_calls,total_net_charge
0,0,0,12.6,5.0,3.4,1.0,0,560.6,329.0,51.410000000000004
0,0,0,11.4,7.0,3.08,2.0,1,743.7,284.0,70.98
0,0,0,7.2,4.0,1.94,1.0,0,444.2,227.0,36.96
0,0,0,12.7,4.0,3.43,1.0,0,596.7,300.0,60.0
1,0,0,12.4,3.0,3.35,1.0,0,595.9,315.0,57.269999999999996
0,0,0,5.8,6.0,1.57,1.0,0,555.9,258.0,49.9
0,1,29,11.1,5.0,3.0,2.0,0,557.4,339.0,57.06
0,0,0,5.8,10.0,1.57,3.0,0,487.3,314.0,45.61
1,0,0,10.9,7.0,2.94,1.0,1,807.8,312.0,81.73
0,1,31,6.3,2.0,1.7,3.0,0,434.7,268.0,40.87
0,1,40,8.2,5.0,2.21,0.0,0,583.9000000000001,314.0,61.07
0,0,0,15.1,4.0,4.08,2.0,0,525.9,304.0,52.19
0,1,29,8.8,2.0,2.38,2.0,0,378.00000000000006,284.0,42.89
0,0,0,13.4,3.0,3.62,1.0,0,616.0999999999999,306.0,59.620000000000005
0,1,26,4.5,4.0,1.22,0.0,0,647.7,343.0,57.78
1,1,40,8.7,4.0,2.35,3.0,0,630.5,364.0,67.35000000000001
0,1,33,11.3,4.0,3.05,2.0,0,470.3,285.0,43.48
0,0,0,13.3,5.0,3.59,3.0,0,497.0,246.0,47.5
0,0,0,11.1,4.0,3.0,1.0,0,539.3,336.0,49.84
0,0,0,10.1,3.0,2.73,0.0,0,759.9000000000001,356.0,68.43
0,1,19,12.9,7.0,3.48,3.0,0,491.99999999999994,273.0,46.910000000000004
0,1,25,13.8,8.0,3.73,2.0,0,672.7,286.0,66.13
0,0,0,11.2,4.0,3.02,0.0,0,689.6999999999999,291.0,61.620000000000005
1,0,0,12.6,5.0,3.4,3.5,0,760.9,266.0,66.05
0,0,0,3.8,2.0,1.03,3.0,0,600.8,312.0,60.669999999999995
0,0,0,7.6,3.0,2.05,2.0,0,650.5999999999999,218.5,57.44
0,0,0,10.9,4.0,2.94,0.0,0,625.8,308.0,57.57
1,0,0,11.0,4.0,2.97,0.0,0,569.3,324.0,50.61
0,1,39,11.9,6.0,3.21,1.0,0,565.0,323.0,56.699999999999996
0,0,0,12.2,6.0,3.29,3.5,1,492.2,317.0,43.78
0,1,35,9.6,2.0,2.59,0.0,0,579.1,301.0,61.739999999999995
0,0,0,9.6,8.0,2.59,1.0,0,566.5,297.0,58.54
0,0,0,11.3,5.0,3.05,1.0,0,539.2,367.0,54.35
0,0,0,11.1,2.0,3.0,2.0,0,580.0,370.0,63.050000000000004
0,1,38,9.8,6.0,2.65,0.0,0,808.7,313.0,76.24
0,0,0,8.6,4.0,2.32,1.0,0,519.8000000000001,280.0,57.230000000000004
0,0,0,12.7,7.0,3.43,2.0,0,497.4,289.0,53.71
0,0,0,15.8,9.0,4.27,1.0,0,417.0,278.0,37.25
0,0,0,8.0,3.0,2.16,2.0,0,593.6,319.0,52.96
0,0,0,10.0,8.0,2.7,2.0,0,566.5999999999999,301.0,54.53
0,0,0,11.2,6.0,3.02,0.0,0,551.7,333.0,53.87
0,0,0,9.5,3.0,2.57,0.0,0,651.5,270.0,61.37
0,0,0,9.5,3.0,2.57,3.5,1,504.79999999999995,354.0,49.93000000000001
0,0,0,9.1,2.0,2.46,2.0,0,682.0999999999999,308.0,67.44
0,0,0,9.7,2.0,2.62,3.5,1,506.7,238.0,49.91
0,0,0,11.7,1.0,3.16,2.0,0,486.09999999999997,284.0,49.019999999999996
0,0,0,11.0,3.0,2.97,3.0,0,600.6,295.0,61.91
1,0,0,10.1,3.0,2.73,1.0,0,643.5,246.0,65.34
0,0,0,7.3,3.0,1.97,3.0,0,619.6,277.0,51.61
0,0,0,10.5,6.0,2.84,1.0,0,518.0999999999999,253.0,53.42
0,1,36,11.3,3.0,3.05,3.0,0,831.0,327.0,84.24000000000001
0,0,0,9.9,2.0,2.67,0.0,1,657.3,396.0,74.63
0,0,0,13.5,4.0,3.65,1.0,0,543.3,270.0,56.52
0,0,0,8.5,5.0,2.3,0.0,0,681.7,325.0,61.97
0,0,0,10.4,4.0,2.81,0.0,0,433.20000000000005,335.0,35.78
0,1,31,9.6,2.0,2.59,1.0,0,593.2,290.0,69.43999999999998
1,0,0,17.25,9.0,4.65,1.0,1,473.1,353.0,53.78
0,1,23,7.2,6.0,1.94,1.0,0,623.5,308.0,69.96000000000001
1,0,0,11.1,2.0,3.0,1.0,1,506.8,287.0,48.02
0,1,12,10.7,2.0,2.89,1.0,0,394.1,274.0,34.49
0,0,0,5.0,3.0,1.35,3.0,0,582.5,283.0,52.01
0,1,28,10.7,5.0,2.89,1.0,0,618.9000000000001,359.0,50.349999999999994
0,0,0,6.0,10.5,1.62,2.0,0,477.8,267.0,45.61000000000001
0,1,36,13.7,5.0,3.7,0.0,0,489.50000000000006,260.0,53.519999999999996
0,0,0,14.7,2.0,3.97,3.0,0,573.2,263.0,64.01
0,1,38,8.9,1.0,2.4,1.0,0,611.9,348.0,64.19
1,0,0,13.7,5.0,3.7,3.5,1,523.5,290.0,48.37
0,0,0,10.9,7.0,2.94,1.0,0,613.6,307.0,57.51
0,1,33,10.6,1.0,2.86,2.0,0,583.0999999999999,291.0,58.17
0,0,0,10.2,1.0,2.75,0.0,0,494.79999999999995,309.0,53.29
0,0,0,7.8,6.0,2.11,1.0,0,536.1,316.0,52.58
0,1,24,12.7,3.0,3.43,1.0,0,572.3,261.0,48.33
0,0,0,14.0,6.0,3.78,2.0,0,713.5999999999999,239.0,59.5
0,0,0,13.7,3.0,3.7,2.0,0,545.0,262.0,56.699999999999996
0,0,0,10.5,8.0,2.84,3.5,0,627.2,285.0,61.3
1,0,0,9.9,1.0,2.67,1.0,1,693.0,283.0,70.58
0,0,0,10.2,3.0,2.75,0.0,0,589.8,266.0,53.099999999999994
0,0,0,7.7,5.0,2.08,2.0,0,463.5,297.0,44.400000000000006
0,0,0,9.0,10.0,2.43,1.0,0,580.7,247.0,56.5
0,0,0,10.6,6.0,2.86,0.0,1,800.9125,295.0,85.05749999999999
0,0,0,7.1,4.0,1.92,1.0,0,597.4000000000001,304.0,54.28
0,1,29,8.5,3.0,2.3,1.0,0,537.5,221.0,49.309999999999995
0,1,30,12.9,4.0,3.48,2.0,0,664.0,351.0,64.11
0,0,0,14.1,4.0,3.81,2.0,0,394.20000000000005,302.0,36.0
0,0,0,10.8,5.0,2.92,3.0,0,479.4,257.0,45.19
0,1,40,12.3,3.0,3.32,2.0,0,712.2,221.0,69.5
0,0,0,10.5,4.0,2.84,3.0,0,434.5,320.0,36.11
0,1,15,12.4,9.0,3.35,1.0,0,654.2,367.0,65.59
0,0,0,7.3,4.0,1.97,2.0,1,682.0,301.0,73.66
0,0,0,6.3,7.0,1.7,1.0,1,718.4000000000001,313.0,73.28999999999999
0,1,27,12.5,5.0,3.38,1.0,0,620.9,356.0,62.74
0,0,0,11.5,7.0,3.11,3.5,1,588.5,284.0,49.65
0,0,0,12.4,6.0,3.35,1.0,0,570.0,301.0,60.620000000000005
0,0,0,11.5,2.0,3.11,1.0,0,585.4,307.0,55.95
0,0,0,6.0,4.0,1.62,0.0,0,657.4000000000001,281.0,61.57
0,0,0,8.4,3.0,2.27,3.5,0,543.0999999999999,357.0,58.49
0,1,32,9.4,5.0,2.54,2.0,0,526.4,263.0,55.63
0,0,0,11.0,10.0,2.97,2.0,1,744.4000000000001,236.0,81.11
0,1,26,11.1,2.0,3.0,2.0,0,560.4,285.0,55.46
0,0,0,11.6,5.0,3.13,1.0,1,639.2,275.0,73.21000000000001
0,1,29,7.2,2.0,1.94,3.0,0,556.1,324.0,62.2
0,0,0,11.7,3.0,3.16,1.0,0,661.0,384.5,68.75999999999999
0,0,0,5.6,9.0,1.51,3.5,1,498.5,311.0,45.24
0,1,23,11.2,3.0,3.02,3.5,0,542.4,322.0,55.68
0,0,0,10.5,3.0,2.84,3.0,0,629.4,188.0,63.05
0,0,0,9.0,7.0,2.43,2.0,0,670.2,279.0,60.59
1,1,17,11.7,4.0,3.16,0.0,0,544.4000000000001,303.0,59.580000000000005
0,0,0,7.5,3.0,2.03,3.5,1,536.1,251.0,47.44
0,0,0,11.4,2.0,3.08,3.0,0,541.5999999999999,252.0,53.69
0,1,36,13.3,4.0,3.59,0.0,0,586.1,301.0,48.83
0,1,25,9.1,2.0,2.46,1.0,0,543.0,251.0,53.25000000000001
1,0,0,9.7,8.0,2.62,2.0,1,716.9,300.0,71.84
0,0,0,15.2,5.0,4.1,2.0,0,516.6,355.0,52.75
0,0,0,6.1,1.0,1.65,1.0,0,543.4,339.0,52.260000000000005
0,0,0,8.2,3.0,2.21,1.0,0,622.2,316.0,59.949999999999996
0,0,0,7.1,4.0,1.92,1.0,0,397.4,220.0,36.82
0,0,0,14.1,4.0,3.81,2.0,0,615.3000000000001,322.0,51.949999999999996
0,0,0,11.0,5.0,2.97,1.0,0,544.3,337.0,49.61
0,0,0,12.2,2.0,3.29,1.0,0,519.7,220.0,42.42
0,0,0,12.6,3.0,3.4,2.0,0,611.0999999999999,298.5,51.19
0,1,40,8.3,5.0,2.24,3.0,0,603.6999999999999,320.0,52.72
0,0,0,3.5,6.0,0.95,0.0,0,634.5,252.0,54.92
0,0,0,13.8,3.0,3.73,1.0,0,673.2,300.0,61.949999999999996
0,0,0,14.8,1.0,4.0,0.0,0,488.79999999999995,249.0,45.81
0,0,0,6.9,6.0,1.86,1.0,1,683.5,340.0,74.78
0,0,0,8.8,6.0,2.38,0.0,0,565.8,256.0,51.4
0,1,25,4.8,3.0,1.3,0.0,0,718.8,254.0,63.8
0,0,0,5.8,1.0,1.57,2.0,1,736.7,407.0,78.78999999999999
0,1,31,9.4,6.0,2.54,0.0,0,471.6,338.0,53.910000000000004
0,0,0,3.7,5.0,1.0,3.0,0,726.5,275.0,72.39
0,0,0,11.4,5.0,3.08,1.0,0,490.8,274.0,35.77
0,0,0,5.8,2.0,1.57,1.0,0,650.2,288.0,72.19
0,1,26,7.7,3.0,2.08,0.0,0,736.8,314.0,73.46000000000001
0,0,0,10.2,1.0,2.75,0.0,0,583.8,340.0,61.34
0,0,0,10.0,5.0,2.7,1.0,0,509.9,345.0,50.58
0,0,0,6.9,2.0,1.86,1.0,1,544.8,295.0,45.41
0,0,0,8.8,2.0,2.38,1.0,0,647.2,308.0,61.82
1,0,0,14.1,3.0,3.81,0.0,1,547.7,264.0,49.78
0,0,0,7.5,2.0,2.03,2.0,0,579.7,314.0,52.239999999999995
1,0,0,9.7,2.0,2.62,2.0,1,591.7,327.0,60.83
1,1,15,11.9,5.0,3.21,1.0,0,471.09999999999997,312.0,47.93
1,1,39,9.2,6.0,2.48,1.0,0,394.90000000000003,320.0,41.92999999999999
1,0,0,12.0,6.0,3.24,2.0,0,520.5999999999999,335.0,53.0
0,0,0,12.1,7.0,3.27,0.0,0,681.5,303.0,65.00999999999999
0,1,35,8.9,6.0,2.4,0.0,0,661.6,301.0,64.08
0,1,28,7.7,2.0,2.08,1.0,0,713.5999999999999,364.0,71.02999999999999
0,0,0,7.4,3.0,2.0,0.0,0,531.2,288.0,53.8
0,1,40,11.5,1.0,3.11,1.0,0,611.1,291.0,59.28
0,0,0,7.5,4.0,2.03,0.0,1,738.6999999999999,261.0,74.05
0,0,0,12.7,2.0,3.43,3.5,1,481.6,293.0,47.089999999999996
0,0,0,11.6,7.0,3.13,2.0,0,493.70000000000005,281.0,50.589999999999996
0,1,14,10.5,3.0,2.84,2.0,0,510.4,296.0,50.55
1,0,0,10.8,2.0,2.92,2.0,1,521.9,334.0,47.55
0,0,0,9.6,2.0,2.59,2.0,0,576.3,261.0,60.06
0,1,39,12.7,8.0,3.43,2.0,0,540.4,337.0,44.56
0,0,0,6.6,1.0,1.78,1.0,0,694.2,285.0,68.55
0,1,24,9.5,4.0,2.57,0.0,0,782.4000000000001,274.0,76.62
0,0,0,11.0,5.0,2.97,0.0,0,631.0999999999999,341.0,59.17
0,0,0,10.0,3.0,2.7,3.0,1,707.5,260.0,71.97
0,1,39,11.3,10.0,3.05,2.0,0,513.1999999999999,255.0,44.16
0,0,0,11.3,7.0,3.05,1.0,0,604.3,318.0,59.38
0,0,0,12.0,7.0,3.24,1.0,0,597.1,297.0,55.37
0,1,21,15.1,3.0,4.08,1.0,0,547.2,303.0,58.18
0,0,0,8.0,1.0,2.16,1.0,0,528.6,235.0,57.830000000000005
0,1,29,10.9,3.0,2.94,1.0,0,450.0,347.0,43.919999999999995
1,0,0,14.1,4.0,3.81,0.0,1,600.7,285.0,55.55
0,1,29,7.9,6.0,2.13,2.0,0,593.9,297.0,52.6
0,0,0,8.2,5.0,2.21,0.0,0,595.3,319.0,52.75
0,1,31,7.8,2.0,2.11,1.0,0,613.5,276.0,62.580000000000005
0,1,34,12.3,5.0,3.32,1.0,0,575.0,313.0,53.980000000000004
0,0,0,4.7,7.0,1.27,0.0,0,414.90000000000003,324.0,50.019999999999996
0,0,0,9.2,3.0,2.48,2.0,0,607.4,346.0,59.51
0,0,0,10.8,3.0,2.92,1.0,0,530.0,304.0,49.67999999999999
0,0,0,6.1,6.0,1.65,0.0,0,565.5999999999999,308.0,49.61
0,0,0,7.3,4.0,1.97,1.0,0,707.5999999999999,315.0,63.28
0,0,0,11.5,5.0,3.11,1.0,1,713.5,288.0,76.86
0,1,29,15.2,4.0,4.1,1.0,0,551.1999999999999,360.0,55.89
0,0,0,13.0,4.0,3.51,1.0,0,492.20000000000005,310.0,45.58
0,1,40,10.2,10.5,2.75,0.0,0,553.1,320.0,50.900000000000006
0,0,0,6.2,10.0,1.67,1.0,0,418.29999999999995,260.0,45.92999999999999
0,0,0,8.5,6.0,2.3,2.0,0,639.6999999999999,329.0,58.79
0,0,0,8.5,5.0,2.3,1.0,0,646.9,273.0,61.45
1,0,0,9.6,2.0,2.59,0.0,1,611.8,341.0,57.37
0,0,0,10.7,9.0,2.89,3.0,0,659.8000000000001,320.0,65.41
0,0,0,11.7,6.0,3.16,0.0,0,554.4,311.0,60.26
0,0,0,12.9,1.0,3.48,3.0,0,531.6999999999999,297.0,56.43
0,0,0,12.4,2.0,3.35,3.0,0,659.1,290.0,66.98
0,0,0,13.8,2.0,3.73,1.0,0,652.7,334.0,57.42999999999999
0,0,0,11.9,5.0,3.21,0.0,0,662.5,372.0,63.71
0,0,0,15.4,8.0,4.16,3.0,0,573.8,331.0,48.480000000000004
1,0,0,8.3,3.0,2.24,1.0,0,609.6999999999999,321.0,71.60000000000001
0,0,0,6.1,3.0,1.65,0.0,0,525.4,309.0,54.209999999999994
0,0,0,13.1,4.0,3.54,0.0,0,528.1,393.0,57.25
0,1,40,9.5,3.0,2.57,0.0,0,550.5,256.0,57.300000000000004
0,0,0,17.25,3.0,4.65,2.0,0,542.3000000000001,339.0,56.160000000000004
0,0,0,7.3,4.0,1.97,2.0,0,500.5,370.0,49.18
0,0,0,11.8,3.0,3.19,3.0,0,617.1,378.0,52.82
0,0,0,8.9,2.0,2.4,1.0,0,530.8,294.0,45.7
0,1,39,15.4,7.0,4.16,1.0,0,624.4,322.0,71.7
0,0,0,8.8,4.0,2.38,2.0,0,507.6,294.0,49.93
0,1,23,11.8,3.0,3.19,2.0,0,669.7,303.0,67.32
0,1,26,15.0,3.0,4.05,1.0,0,610.3,301.0,60.08
0,0,0,7.8,2.0,2.11,3.0,0,579.1,277.0,61.870000000000005
0,0,0,7.7,2.0,2.08,3.0,0,552.5,361.0,56.03
0,0,0,13.4,6.0,3.62,2.0,0,594.5,298.0,54.74
0,0,0,9.9,2.0,2.67,2.0,0,502.70000000000005,242.0,50.370000000000005
0,1,25,10.6,10.0,2.86,1.0,0,574.6,326.0,60.64
0,0,0,10.5,6.0,2.84,1.0,0,541.0,289.0,68.74
0,1,40,11.3,5.0,3.05,3.5,0,686.7,322.0,60.63999999999999
0,0,0,15.1,10.5,4.08,1.0,0,545.9,351.0,57.480000000000004
0,0,0,8.0,3.0,2.16,2.0,0,666.7,302.0,67.11
0,1,37,8.0,3.0,2.16,3.5,0,582.2,322.0,56.51
0,1,17,9.7,3.0,2.62,0.0,0,592.7,315.0,59.67999999999999
1,0,0,8.6,2.0,2.32,1.0,1,529.2,268.0,42.71000000000001
0,1,26,8.1,9.0,2.19,1.0,0,570.7,372.0,59.09
0,0,0,13.2,4.0,3.56,1.0,0,555.3000000000001,302.0,56.88999999999999
0,1,22,7.1,3.0,1.92,2.0,0,541.3000000000001,323.0,57.5
0,1,21,5.3,3.0,1.43,2.0,0,459.29999999999995,308.0,49.38
0,0,0,8.9,4.0,2.4,0.0,1,708.5,261.0,74.44
0,0,0,16.2,3.0,4.37,2.0,0,585.5,254.0,54.15
0,1,28,11.5,3.0,3.11,3.5,1,587.9,293.0,53.22
1,0,0,13.9,3.0,3.75,2.0,1,681.3,330.0,63.23
0,1,40,11.5,4.0,3.11,1.0,0,514.3,304.0,52.379999999999995
0,1,39,12.5,8.0,3.38,2.0,0,483.40000000000003,307.0,48.150000000000006
1,0,0,8.6,3.0,2.32,2.0,0,505.19999999999993,323.0,47.64000000000001
0,0,0,13.9,1.0,3.75,2.0,1,663.2,300.0,72.11
0,1,26,9.3,8.0,2.51,1.0,1,610.0999999999999,378.0,58.64
0,0,0,10.9,3.0,2.94,3.5,1,499.8,353.0,50.82000000000001
0,1,25,14.5,3.0,3.92,1.0,0,551.7,356.0,49.55
0,0,0,5.9,6.0,1.59,0.0,0,647.2,269.0,60.81
0,0,0,10.9,5.0,2.94,2.0,0,342.6,296.0,34.75
0,0,0,9.7,5.0,2.62,1.0,0,612.9,260.5,61.120000000000005
0,0,0,12.1,4.0,3.27,1.0,1,757.7,329.0,73.32
0,0,0,8.0,3.0,2.16,0.0,0,665.6,322.0,61.35
0,0,0,7.4,7.0,2.0,0.0,0,686.7,292.0,68.23
1,1,16,7.7,2.0,2.08,0.0,1,491.29999999999995,319.0,46.91
1,0,0,8.0,3.0,2.16,0.0,1,685.0,286.0,72.75
1,0,0,8.7,4.0,2.35,1.0,0,552.6,285.0,57.0
0,0,0,11.4,5.0,3.08,0.0,0,660.4000000000001,238.0,64.57000000000001
0,0,0,7.9,4.0,2.13,3.5,1,486.2,313.0,48.02
0,0,0,8.9,1.0,2.4,2.0,1,548.8000000000001,314.0,45.08
1,1,25,9.8,3.0,2.65,0.0,0,568.5,289.0,55.46
0,0,0,13.5,8.0,3.65,1.0,1,790.2,351.0,76.36
0,0,0,8.0,5.0,2.16,0.0,0,659.5,337.0,62.2
0,0,0,5.5,5.0,1.49,0.0,0,648.0,286.0,61.080000000000005
1,0,0,8.1,3.0,2.19,2.0,0,588.8,244.0,49.13
0,1,25,12.0,1.0,3.24,1.0,0,562.2,289.0,61.14
0,0,0,4.9,3.0,1.32,2.0,0,590.3,342.0,55.72
0,0,0,11.4,7.0,3.08,1.0,0,558.0,275.0,52.55
0,0,0,8.1,1.0,2.19,1.0,0,596.5,388.0,55.21
1,0,0,9.7,4.0,2.62,1.0,0,621.8,329.0,62.22
0,0,0,14.8,1.0,4.0,3.5,1,566.9,292.0,51.76
0,0,0,7.7,2.0,2.08,0.0,1,744.6,297.0,77.05
1,1,33,12.9,3.0,3.48,2.0,0,625.7,233.0,62.260000000000005
0,1,28,11.1,9.0,3.0,1.0,0,514.0,268.0,49.66
1,1,12,12.3,7.0,3.32,2.0,0,528.8,292.0,48.8
0,0,0,12.7,6.0,3.43,1.0,0,633.3,287.0,67.36
0,0,0,5.5,6.0,1.49,3.0,0,503.59999999999997,305.0,43.59
1,1,28,14.7,3.0,3.97,0.0,1,430.9,298.0,43.19
0,0,0,12.0,4.0,3.24,2.0,0,558.6999999999999,267.0,60.35
0,0,0,10.3,10.5,2.78,1.0,1,465.6,326.0,45.72
0,0,0,10.3,3.0,2.78,3.5,0,547.4,267.0,61.7
0,0,0,10.3,2.0,2.78,3.0,0,650.8,261.0,60.36
1,0,0,9.9,1.0,2.67,0.0,1,553.3,355.0,60.44
0,0,0,8.9,6.0,2.4,2.0,1,777.5999999999999,343.0,76.4
0,0,0,10.2,5.0,2.75,3.0,0,524.9000000000001,305.0,45.550000000000004
0,1,21,10.1,9.0,2.73,0.0,0,571.5,319.0,57.08
0,0,0,9.9,5.0,2.67,1.0,0,633.9,329.0,57.75
0,1,29,12.9,3.0,3.48,1.0,0,693.6,303.0,66.87
0,0,0,7.4,5.0,2.0,2.0,1,689.2,304.0,73.08
0,1,40,10.8,6.0,2.92,1.0,0,521.5,262.0,44.870000000000005
0,0,0,9.9,1.0,2.67,1.0,0,674.2,280.0,66.47
0,0,0,10.2,6.0,2.75,1.0,0,613.5999999999999,340.0,61.83
0,0,0,11.2,7.0,3.02,1.0,0,627.7,224.0,62.36
1,1,38,14.0,7.0,3.78,1.0,1,538.5,364.0,57.23
0,1,33,14.5,4.0,3.92,3.5,1,503.1,314.0,51.830000000000005
0,0,0,7.0,3.0,1.89,2.0,0,570.9,307.0,56.5
0,1,39,10.9,4.0,2.94,1.0,0,379.4,313.0,40.910000000000004
0,1,28,9.8,1.0,2.65,2.0,0,639.5,325.0,62.09
0,1,40,12.8,3.0,3.46,2.0,0,542.8,364.0,40.59
0,1,36,12.1,2.0,3.27,0.0,0,658.5,287.0,67.6
0,0,0,6.5,4.0,1.76,0.0,0,556.0999999999999,319.0,42.879999999999995
0,0,0,8.2,7.0,2.21,3.5,0,626.3000000000001,224.0,60.48
0,0,0,10.4,8.0,2.81,3.5,1,540.9,355.0,49.92
0,1,25,9.9,3.0,2.67,3.0,0,411.0,308.0,43.48
0,0,0,6.5,9.0,1.76,1.0,0,712.0999999999999,337.0,66.46000000000001
0,0,0,11.8,3.0,3.19,1.0,0,550.7,319.0,52.02
0,0,0,11.0,3.0,2.97,2.0,0,616.9,310.0,54.53
0,0,0,14.2,2.0,3.83,1.0,0,591.7,328.0,57.38
0,0,0,9.5,1.0,2.57,3.5,1,517.2,321.0,40.76
0,0,0,9.4,6.0,2.54,3.0,0,440.7,323.0,40.660000000000004
0,0,0,9.7,8.0,2.62,3.5,0,567.6,338.0,62.92
0,0,0,11.8,6.0,3.19,1.0,0,713.6,356.0,68.53
0,0,0,9.8,4.0,2.65,2.0,0,554.5,308.0,52.39
0,0,0,15.3,3.0,4.13,3.0,0,428.8,309.0,46.41
0,0,0,11.2,5.0,3.02,1.0,0,519.2,291.0,47.26
0,0,0,11.6,4.0,3.13,0.0,0,595.5,356.0,55.11
0,0,0,10.9,1.0,2.94,1.0,0,568.5,287.0,52.12
1,0,0,7.8,5.0,2.11,1.0,0,558.8,266.0,63.980000000000004
0,0,0,8.6,5.0,2.32,1.0,0,690.7,310.0,59.85
0,0,0,10.0,2.0,2.7,1.0,1,745.7,258.0,76.33
0,0,0,8.7,3.0,2.35,0.0,1,785.5999999999999,329.0,82.58
1,1,40,13.6,5.0,3.67,3.0,1,541.8,298.0,47.33
0,0,0,11.4,3.0,3.08,2.0,0,403.9,357.0,35.46
0,1,33,12.1,4.0,3.27,1.0,0,472.7,365.0,54.82
0,1,30,6.8,6.0,1.84,1.0,0,571.3,262.0,49.31
0,0,0,9.2,4.0,2.48,2.0,1,533.9,302.0,49.19
0,0,0,8.7,4.0,2.35,1.0,0,585.0999999999999,269.0,54.35
0,0,0,8.8,3.0,2.38,2.0,0,664.2,282.0,60.97
0,0,0,10.9,7.0,2.94,0.0,0,587.5,298.0,54.540000000000006
0,1,30,6.7,3.0,1.81,1.0,0,597.5,289.0,56.85
0,0,0,8.5,3.0,2.3,1.0,0,595.0999999999999,233.0,65.88
0,0,0,5.1,5.0,1.38,1.0,0,547.4,261.0,57.519999999999996
0,0,0,8.0,4.0,2.16,0.0,0,628.3,296.0,60.01
0,0,0,6.8,2.0,1.84,1.0,0,646.7,325.0,57.39
0,0,0,10.0,8.0,2.7,0.0,0,607.4,283.0,57.730000000000004
0,0,0,7.0,4.0,1.89,3.5,1,464.5,298.0,45.61
1,1,26,9.6,7.0,2.59,1.0,0,460.3,339.0,43.93000000000001
0,0,0,11.1,5.0,3.0,0.0,0,655.7,350.0,64.62
0,0,0,11.8,10.0,3.19,0.0,1,709.6,310.0,72.82
0,0,0,5.6,4.0,1.51,0.0,0,611.9,281.0,62.21000000000001
0,1,30,12.6,4.0,3.4,3.0,0,565.7,253.0,58.6
0,0,0,10.2,2.0,2.75,1.0,0,573.0999999999999,283.0,60.56
0,0,0,12.4,2.0,3.35,3.0,0,387.7,284.0,39.42
0,1,31,12.8,3.0,3.46,2.0,0,660.1,272.0,64.39
0,0,0,13.9,10.5,3.75,0.0,0,376.45000000000005,263.0,38.135
0,0,0,11.1,4.0,3.0,3.0,0,528.9,292.0,48.42999999999999
0,0,0,10.1,5.0,2.73,0.0,0,454.9,354.0,42.55
0,0,0,11.0,6.0,2.97,1.0,0,552.5,291.0,54.379999999999995
0,0,0,11.1,2.0,3.0,1.0,1,618.8,334.0,64.21
0,0,0,3.25,7.0,0.8899999999999992,1.0,0,588.6,335.0,55.06
0,0,0,9.4,10.0,2.54,3.0,0,547.9,302.0,50.7
0,1,20,13.5,2.0,3.65,1.0,0,590.3,293.0,50.59
0,0,0,13.0,3.0,3.51,3.5,0,588.9000000000001,317.0,56.0
0,1,32,9.0,4.0,2.43,1.0,0,719.9000000000001,314.0,66.64
0,0,0,12.5,4.0,3.38,2.0,0,542.9000000000001,275.0,53.449999999999996
0,1,21,6.3,1.0,1.7,3.5,0,672.4,298.0,75.24000000000001
0,1,20,8.7,2.0,2.35,3.5,1,590.8,239.0,52.78
0,0,0,7.0,2.0,1.89,2.0,0,461.69999999999993,294.0,44.38
1,0,0,15.6,6.0,4.21,2.0,1,614.5,297.0,65.74
1,0,0,13.3,3.0,3.59,3.0,1,536.5,247.0,56.38
0,0,0,7.4,3.0,2.0,1.0,0,602.4,244.0,61.89
0,0,0,5.3,5.0,1.43,1.0,0,580.5,354.0,50.8
0,0,0,15.7,4.0,4.24,0.0,0,612.3,253.0,58.26
0,1,4,9.4,3.0,2.54,3.0,0,595.4000000000001,269.0,53.669999999999995
0,0,0,16.4,5.0,4.43,3.0,1,657.7,307.0,72.71
0,1,16,8.2,5.0,2.21,2.0,0,527.3000000000001,320.0,47.720000000000006
0,0,0,12.1,1.0,3.27,0.0,0,327.01250000000005,272.0,24.4275
0,0,0,10.2,4.0,2.75,0.0,0,465.29999999999995,325.0,47.57
0,0,0,12.1,2.0,3.27,1.0,0,548.4,296.0,50.870000000000005
0,1,30,12.0,7.0,3.24,2.0,0,633.3,231.0,57.06
0,0,0,7.6,3.0,2.05,2.0,0,553.2,264.0,58.44
0,0,0,4.5,3.0,1.22,0.0,0,696.6,283.0,69.04
0,0,0,10.6,7.0,2.86,0.0,0,425.3,260.0,46.64
0,1,35,11.7,1.0,3.16,1.0,0,729.9000000000001,340.0,75.21000000000001
0,0,0,7.6,3.0,2.05,1.0,0,664.8,340.0,64.37
0,0,0,13.1,6.0,3.54,3.0,0,561.9000000000001,267.0,63.74
0,0,0,9.7,3.0,2.62,2.0,0,462.2,280.0,40.64
0,0,0,10.9,9.0,2.94,0.0,0,436.3,265.0,37.75
0,0,0,10.1,3.0,2.73,3.0,0,522.3,291.0,50.989999999999995
0,0,0,10.7,10.5,2.89,1.0,1,678.8,328.0,73.47999999999999
0,0,0,12.9,5.0,3.48,3.0,0,619.0999999999999,328.0,57.10999999999999
1,0,0,13.0,6.0,3.51,1.0,0,542.1999999999999,340.0,54.69
0,0,0,11.1,7.0,3.0,1.0,0,534.9,276.0,48.93
0,1,27,6.6,2.0,1.78,3.0,0,551.1,271.0,55.81
0,0,0,6.2,6.0,1.67,3.0,0,663.9,298.0,69.47
